longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-119.05,35.33,18.0,12707.0,2685.0,7009.0,2552.0,2.9438,87200.0
-122.86,38.42,38.0,1166.0,223.0,584.0,225.0,3.6667,244400.0
-118.07,34.07,19.0,1554.0,393.0,1427.0,370.0,3.125,207100.0
-117.26,33.86,16.0,1171.0,235.0,659.0,216.0,3.1103,110000.0
-117.62,34.05,33.0,883.0,211.0,1007.0,210.0,2.8281,103600.0
-118.42,34.04,51.0,1975.0,348.0,771.0,357.0,6.626,500001.0
-118.36,33.98,39.0,813.0,185.0,344.0,154.0,3.5833,218800.0
-117.28,34.06,2.0,1658.0,290.0,868.0,304.0,5.1365,136700.0
-118.51,34.27,34.0,3787.0,771.0,1966.0,738.0,4.055,222500.0
-122.18,37.77,51.0,2107.0,471.0,1173.0,438.0,3.2552,120100.0
-117.98,35.1,4.0,923.0,166.0,352.0,135.0,4.5724,84500.0
-119.39,36.54,30.0,1408.0,326.0,1184.0,324.0,1.7165,59100.0
-118.03,33.7,15.0,3244.0,421.0,1259.0,413.0,7.7854,395300.0
-122.45,37.64,19.0,6326.0,1025.0,3444.0,984.0,6.2498,353300.0
-121.95,37.31,27.0,2462.0,570.0,1278.0,565.0,3.5652,329500.0
-117.18,32.95,4.0,19001.0,2688.0,8980.0,2441.0,6.3237,260900.0
-118.09,34.0,36.0,1722.0,353.0,1174.0,335.0,3.045,160600.0
-122.49,37.5,21.0,1209.0,309.0,801.0,259.0,4.5625,500000.0
-122.57,39.9,15.0,3873.0,810.0,1697.0,627.0,2.4555,55600.0
-116.92,32.84,16.0,4675.0,834.0,2188.0,817.0,4.6674,178000.0
-117.17,32.74,38.0,5054.0,1168.0,2366.0,1103.0,2.9422,289400.0
-118.17,33.89,52.0,63.0,12.0,47.0,8.0,7.2423,350000.0
-117.05,33.03,14.0,5180.0,1051.0,1639.0,991.0,4.5,222200.0
-118.24,33.9,40.0,1308.0,272.0,901.0,257.0,2.8269,98000.0
-117.95,34.02,22.0,1919.0,411.0,1203.0,363.0,4.2578,144100.0
-117.62,34.15,16.0,13556.0,1704.0,5669.0,1668.0,6.5138,311500.0
-120.38,36.75,25.0,1689.0,495.0,1745.0,457.0,1.9056,60000.0
-118.13,33.91,35.0,561.0,104.0,261.0,105.0,4.9375,183800.0
-118.37,33.97,21.0,3616.0,1060.0,2515.0,945.0,2.7464,153100.0
-117.19,32.8,16.0,2593.0,794.0,1235.0,684.0,3.1304,166300.0
-118.07,33.88,16.0,4934.0,825.0,2668.0,810.0,5.747999999999999,284200.0
-122.36,37.72,10.0,479.0,125.0,355.0,108.0,2.7083,180400.0
-122.44,37.8,52.0,3161.0,472.0,842.0,410.0,7.9761,500001.0
-117.84,33.73,20.0,2572.0,732.0,1534.0,669.0,2.4211,175000.0
-122.14,37.88,34.0,6986.0,1096.0,2865.0,1124.0,6.2275,394400.0
-117.81,33.64,16.0,2404.0,349.0,868.0,329.0,11.0138,442100.0
-118.18,34.02,36.0,1138.0,296.0,1484.0,320.0,2.2813,150700.0
-118.37,33.86,28.0,2685.0,581.0,1243.0,529.0,4.119,324000.0
-118.05,33.86,16.0,2851.0,626.0,1985.0,603.0,5.4089,265600.0
-121.18,41.31,22.0,2124.0,432.0,829.0,313.0,2.4519,57500.0
-122.15,37.74,49.0,1325.0,277.0,764.0,282.0,3.3125,118000.0
-121.03,37.33,27.0,1333.0,230.0,730.0,229.0,3.06,106000.0
-118.14,33.91,36.0,1096.0,204.0,569.0,201.0,4.475,182300.0
-122.22,37.48,47.0,2570.0,783.0,3107.0,724.0,2.8058,229500.0
-122.08,37.95,33.0,1043.0,157.0,425.0,148.0,4.8702,235600.0
-122.02,37.4,33.0,2015.0,484.0,1285.0,419.0,4.0655,226800.0
-117.6,33.98,26.0,1225.0,199.0,717.0,204.0,2.7284,225000.0
-118.51,34.27,36.0,2276.0,429.0,1001.0,419.0,4.1042,252100.0
-117.79,34.07,33.0,1694.0,333.0,1689.0,301.0,3.7583,116300.0
-121.07,39.23,39.0,2099.0,433.0,929.0,423.0,1.9886,113800.0
-117.93,33.74,5.0,639.0,197.0,666.0,197.0,3.3017,87500.0
-119.18,34.16,30.0,2053.0,368.0,1496.0,391.0,3.6546,186200.0
-121.64,36.68,16.0,6568.0,1603.0,6012.0,1565.0,2.3463,156100.0
-121.12,38.0,36.0,683.0,159.0,505.0,141.0,3.4265,158900.0
-118.15,34.07,44.0,1626.0,383.0,1063.0,334.0,2.4348,220700.0
-116.91,32.86,15.0,3153.0,628.0,1633.0,527.0,3.6898,131000.0
-118.0,34.12,42.0,870.0,170.0,546.0,164.0,4.625,173800.0
-116.99,33.75,18.0,9601.0,2401.0,4002.0,2106.0,1.4366,77000.0
-120.85,37.78,30.0,1120.0,248.0,609.0,237.0,2.2386,87200.0
-117.21,34.14,16.0,1613.0,245.0,811.0,267.0,5.2591,140700.0
-122.01,38.37,16.0,3996.0,550.0,1673.0,539.0,5.778,175700.0
-122.32,38.32,26.0,2710.0,498.0,1439.0,484.0,5.0,175200.0
-117.86,33.75,5.0,187.0,49.0,207.0,51.0,1.8,154200.0
-118.49,34.16,37.0,3333.0,488.0,1171.0,485.0,6.4958,500001.0
-118.19,34.2,41.0,2031.0,294.0,859.0,302.0,7.419,483700.0
-118.75,34.27,20.0,3495.0,449.0,1629.0,428.0,5.8096,264400.0
-118.14,33.78,44.0,2101.0,496.0,1038.0,500.0,3.108,217900.0
-117.27,33.19,8.0,973.0,289.0,663.0,209.0,2.7239999999999998,139300.0
-117.64,34.09,34.0,2839.0,659.0,1822.0,631.0,3.05,121300.0
-119.77,36.72,43.0,1763.0,389.0,1623.0,390.0,1.4427,47700.0
-119.1,36.4,23.0,1885.0,363.0,1056.0,338.0,3.2159,92800.0
-122.13,37.72,45.0,2315.0,451.0,1006.0,444.0,3.5239999999999996,186200.0
-117.25,33.0,14.0,2518.0,458.0,931.0,414.0,5.8393,485300.0
-122.07,37.58,16.0,1644.0,251.0,1033.0,267.0,6.5116,244300.0
-117.15,32.74,43.0,2383.0,607.0,962.0,587.0,2.2578,263600.0
-121.44,38.63,38.0,1673.0,399.0,1116.0,382.0,1.3302,62200.0
-119.82,36.72,25.0,2581.0,528.0,1642.0,509.0,1.6435,52600.0
-118.27,34.0,46.0,1748.0,428.0,1707.0,409.0,2.148,103800.0
-124.16,40.8,52.0,1703.0,500.0,952.0,435.0,1.1386,74100.0
-117.83,33.82,26.0,3259.0,456.0,1354.0,459.0,5.7817,267600.0
-118.02,33.7,23.0,5069.0,770.0,2473.0,769.0,6.3047,285700.0
-122.13,37.72,25.0,1134.0,153.0,340.0,171.0,6.5095,371200.0
-121.49,38.55,51.0,4280.0,632.0,1486.0,621.0,5.0359,224100.0
-118.26,33.93,35.0,1562.0,403.0,1587.0,406.0,1.4917,93200.0
-118.02,33.8,16.0,2956.0,393.0,1379.0,429.0,8.4952,359600.0
-118.25,34.14,37.0,584.0,260.0,552.0,235.0,1.8235,275000.0
-118.16,34.03,41.0,1377.0,293.0,1142.0,272.0,3.1724,141600.0
-122.66,39.03,27.0,1446.0,329.0,594.0,255.0,1.165,53300.0
-117.8,33.75,29.0,3058.0,488.0,1197.0,474.0,5.3903,286600.0
-118.14,34.04,37.0,1129.0,212.0,509.0,202.0,2.6146,243200.0
-117.89,33.76,36.0,2656.0,572.0,2370.0,571.0,3.8056,177200.0
-118.5,34.21,36.0,1656.0,310.0,817.0,308.0,5.5675,215900.0
-122.32,38.33,17.0,851.0,118.0,370.0,123.0,5.0877,209300.0
-118.33,33.93,38.0,694.0,112.0,412.0,119.0,6.0718,156000.0
-117.77,33.71,5.0,4050.0,584.0,1986.0,598.0,7.5847,375700.0
-117.86,33.88,19.0,1621.0,328.0,871.0,322.0,3.7361,201400.0
-118.21,33.91,26.0,2422.0,632.0,2601.0,583.0,1.7824,110200.0
-119.57,36.7,30.0,2370.0,412.0,1248.0,410.0,3.1442,72300.0
-122.08,37.93,35.0,4043.0,689.0,1832.0,662.0,5.0761,233200.0
-122.09,37.35,30.0,1502.0,186.0,501.0,180.0,10.0259,500001.0
-120.63,36.98,20.0,2380.0,489.0,1581.0,505.0,2.0595,61300.0
-117.59,33.4,22.0,3167.0,743.0,1797.0,642.0,4.0076,252100.0
-122.03,37.54,16.0,4458.0,856.0,3038.0,870.0,5.0739,208000.0
-122.13,37.74,41.0,4400.0,666.0,1476.0,648.0,5.0,248900.0
-118.33,33.99,46.0,1582.0,315.0,777.0,286.0,3.2083,149600.0
-118.08,33.91,18.0,1573.0,396.0,1200.0,365.0,2.895,146900.0
-118.03,33.99,52.0,2792.0,461.0,1177.0,439.0,3.4312,243800.0
-121.42,36.86,41.0,440.0,106.0,389.0,94.0,2.6818,225000.0
-122.13,37.75,36.0,768.0,93.0,229.0,93.0,5.3602,330000.0
-118.25,34.06,12.0,4011.0,1438.0,1673.0,1088.0,5.3081,287500.0
-117.05,32.58,23.0,1918.0,339.0,1392.0,340.0,4.087,134800.0
-122.7,38.44,42.0,709.0,182.0,547.0,172.0,2.1912,165000.0
-121.69,36.52,15.0,4037.0,586.0,1596.0,557.0,8.0922,390100.0
-121.47,38.58,44.0,2092.0,555.0,878.0,528.0,1.5922,115100.0
-121.89,37.45,15.0,2428.0,513.0,1687.0,519.0,4.75,254400.0
-122.65,38.4,21.0,1059.0,150.0,400.0,154.0,6.8586,343100.0
-117.18,34.54,5.0,3772.0,619.0,2097.0,635.0,3.8194,98500.0
-117.15,32.91,15.0,1613.0,303.0,702.0,240.0,4.875,169300.0
-119.28,35.5,34.0,1923.0,379.0,1101.0,351.0,2.4044,65800.0
-118.27,33.82,33.0,1596.0,337.0,1650.0,329.0,4.3687,173500.0
-119.39,36.64,38.0,949.0,190.0,578.0,187.0,2.3618,80000.0
-118.15,33.91,35.0,574.0,116.0,610.0,147.0,3.3182,133300.0
-118.44,34.18,33.0,2127.0,414.0,1056.0,391.0,4.375,286100.0
-118.39,34.15,29.0,3110.0,650.0,1212.0,642.0,4.2031,394400.0
-123.79,39.44,36.0,1330.0,273.0,761.0,286.0,2.7813,105800.0
-122.35,37.91,4.0,2851.0,798.0,1285.0,712.0,4.2895,186800.0
-120.61,35.06,13.0,2364.0,421.0,1257.0,380.0,4.6167,273100.0
-118.84,34.16,18.0,6075.0,1056.0,2571.0,1018.0,5.22,399400.0
-122.21,37.8,52.0,3519.0,711.0,1883.0,706.0,3.4861,187100.0
-118.02,33.94,33.0,2382.0,404.0,1339.0,389.0,5.3016,192200.0
-121.97,36.97,15.0,2849.0,668.0,1546.0,582.0,2.7587,228600.0
-120.68,35.29,37.0,1354.0,293.0,753.0,290.0,3.25,225000.0
-122.31,37.53,41.0,1608.0,269.0,676.0,267.0,4.6125,361700.0
-118.47,33.99,37.0,2155.0,721.0,1082.0,637.0,3.4071,267500.0
-119.22,34.15,32.0,3152.0,596.0,3490.0,526.0,2.725,450000.0
-118.48,34.19,36.0,2058.0,423.0,1132.0,423.0,3.8833,210400.0
-120.47,35.04,29.0,1315.0,279.0,926.0,249.0,2.9375,144800.0
-118.25,33.9,38.0,1201.0,223.0,733.0,206.0,3.3804,105800.0
-117.64,34.07,43.0,1970.0,379.0,1036.0,391.0,3.2083,122800.0
-118.31,34.09,37.0,773.0,,835.0,312.0,1.8576,193800.0
-117.25,34.13,37.0,2498.0,472.0,1291.0,487.0,3.0,83400.0
-122.91,39.07,21.0,2202.0,484.0,1000.0,381.0,2.4423,102300.0
-122.43,37.78,24.0,2037.0,696.0,1371.0,585.0,0.9355,112500.0
-118.08,34.14,52.0,1282.0,189.0,431.0,187.0,6.1159,470800.0
-121.81,37.32,26.0,2528.0,511.0,2677.0,512.0,4.1165,164900.0
-118.31,33.97,52.0,1595.0,325.0,823.0,302.0,3.2188,124200.0
-117.16,32.74,43.0,1437.0,406.0,692.0,379.0,3.1979,466700.0
-122.39,37.6,34.0,707.0,,381.0,156.0,4.375,340900.0
-118.59,34.15,29.0,2023.0,330.0,747.0,304.0,6.7694,369700.0
-121.63,39.15,27.0,2991.0,637.0,1419.0,606.0,1.8849,73500.0
-118.01,33.89,34.0,1653.0,292.0,1003.0,310.0,4.6,203400.0
-117.76,35.22,4.0,18.0,3.0,8.0,6.0,1.625,275000.0
-122.3,38.31,34.0,1797.0,395.0,1162.0,407.0,3.455,137500.0
-117.56,33.94,29.0,266.0,42.0,136.0,40.0,1.625,164300.0
-121.0,37.65,17.0,484.0,202.0,198.0,204.0,0.6825,187500.0
-119.03,35.38,38.0,2122.0,394.0,843.0,410.0,3.0,91800.0
-117.19,34.05,52.0,1949.0,432.0,767.0,392.0,2.5143,117600.0
-122.17,40.2,28.0,1782.0,334.0,873.0,311.0,3.3594,79100.0
-117.35,33.17,16.0,4595.0,1341.0,2849.0,1197.0,2.478,185600.0
-119.4,36.04,39.0,915.0,199.0,580.0,175.0,1.8894,112500.0
-122.73,38.47,16.0,1834.0,391.0,994.0,390.0,3.7266,156500.0
-122.96,40.77,29.0,1637.0,297.0,753.0,270.0,3.2891,93100.0
-121.4,38.61,33.0,3512.0,825.0,1515.0,782.0,1.9908,118800.0
-117.25,33.38,17.0,1614.0,431.0,1031.0,389.0,2.0956,134400.0
